gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,IsNewCustomer,IsLongTermCustomer,AvgMonthlyCharge,TotalServices
0,0,1,0,10.0,1,1,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,107.7,2
0,0,0,0,3.0,1,2,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,51.97,3
1,1,0,0,30.0,1,2,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,82.49,2
1,0,1,0,44.0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,111.26,1
0,0,0,0,1.0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,30.24,1
1,0,0,0,16.0,1,1,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,46.17,4
1,0,1,1,63.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,84.91,3
0,1,1,0,13.0,1,2,2,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,30.61,3
0,0,1,0,25.0,0,0,2,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,40.78,1
1,0,1,1,16.0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,28.99,3
0,0,1,0,45.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,73.97,1
1,0,1,1,44.0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,61.46,1
1,0,0,1,33.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,48.23,1
1,0,0,0,23.0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,80.0,1
1,0,0,0,30.0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,28.77,2
1,1,1,1,39.0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42.260000000000005,1
1,0,0,0,13.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,42.28,1
1,0,0,1,12.0,1,2,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,42.76,2
1,1,0,0,48.0,1,1,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,22.25,3
0,1,1,0,13.0,1,1,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,58.33,3
0,0,0,1,24.0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,37.31,1
0,0,1,0,14.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,44.220000000000006,1
0,0,0,1,3.0,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,38.74,3
0,1,1,0,20.0,1,2,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,27.7,3
0,0,0,0,27.0,1,2,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,28.12,4
0,0,0,0,29.0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,26.520000000000003,1
1,0,0,0,12.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,48.63,1
0,0,0,0,13.0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,19.2,1
1,0,0,0,46.0,1,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,39.12,2
1,1,0,1,18.0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,24.73,1
1,1,1,0,38.0,1,2,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,18.62,3
1,0,1,0,23.0,1,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,77.72,1
0,0,0,0,25.0,1,1,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,44.3,1
1,0,0,0,6.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,111.68,1
1,0,0,0,47.0,0,0,2,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,28.1,2
0,0,0,1,38.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,36.54,1
0,0,0,0,9.0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,25.27,1
1,0,0,0,21.0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,114.145,1
0,0,1,0,30.0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,43.25,1
1,0,0,0,48.0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,74.66,3
0,0,0,0,23.0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,31.29,1
0,0,0,1,70.0,1,1,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,34.559999999999995,2
1,1,0,1,22.0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,39.61,2
0,0,0,0,22.0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,48.71,1
0,0,0,0,45.0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,25.1,1
1,0,0,0,47.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,37.07,1
0,0,0,1,15.0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,96.44,1
0,0,0,0,9.0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.93,3
0,0,0,0,38.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27.29,1
0,0,0,0,26.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.03,2
0,1,1,0,27.0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,63.91,5
0,0,1,1,5.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,37.53,1
0,0,0,1,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36.5,1
0,0,1,0,4.0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,29.41,2
0,0,1,1,16.0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,30.62,2
0,1,0,0,30.0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,56.32,2
1,1,0,0,22.0,1,1,2,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,61.77,2
0,1,0,0,48.0,1,2,2,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,78.71,4
1,0,0,1,12.0,1,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,99.69,6
0,0,0,0,12.0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,79.21,2
0,0,0,0,6.0,1,1,2,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,25.23,2
1,1,0,1,9.0,1,2,1,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,40.88,3
0,0,1,1,8.0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,98.87,4
1,0,0,0,34.0,1,1,2,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,42.42,5
1,0,0,0,18.0,1,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,83.96,4
0,0,0,0,20.0,1,2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,25.49,3
0,0,0,0,19.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.47,0
0,0,0,0,26.0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,24.26,2
0,1,0,0,38.0,1,1,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,47.82,3
1,0,1,0,9.0,1,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,45.42,2
1,1,0,0,4.0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,23.16,0
1,1,1,1,4.0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,48.85,2
0,0,0,0,46.0,1,1,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,42.55,2
1,0,0,1,15.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.63,1
0,0,0,0,9.0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,24.790000000000003,2
1,1,0,0,22.0,1,1,1,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,87.99,3
1,0,0,0,9.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,22.85,0
0,0,1,0,17.0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28.43,1
1,0,1,0,10.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,19.380000000000003,1
1,0,0,0,11.0,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,87.23,3
1,0,0,1,5.0,1,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,29.71,2
0,0,0,0,21.0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,43.62,1
0,1,1,0,34.0,1,2,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,38.7,3
0,1,0,1,14.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,105.57,1
1,0,1,0,13.0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43.91,1
0,0,1,0,10.0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,114.145,1
1,0,0,1,42.0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41.44,1
1,0,1,0,10.0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,25.05,1
0,0,0,0,46.0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,20.33,2
0,1,1,0,34.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,114.145,1
0,0,0,1,11.0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,34.76,2
1,0,1,0,13.0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,27.48,1
1,1,1,0,7.0,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20.41,1
1,0,0,0,15.0,1,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,20.85,1
1,0,0,0,31.0,1,2,2,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,25.93,3
0,0,1,0,36.0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,81.27,2
1,0,0,0,35.0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,24.45,1
1,0,1,1,7.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,28.5,1
1,1,0,0,4.0,1,2,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,93.2,3
1,0,1,1,31.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.35,1
0,0,0,1,10.0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.18,1
1,0,1,1,3.0,1,2,2,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,31.77,2
0,0,1,0,8.0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,42.14,2
0,0,1,0,62.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,29.9,1
0,0,1,0,11.0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,48.16,1
0,1,0,0,19.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,66.83,1
1,0,0,1,40.0,1,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,30.57,4
0,0,1,0,33.0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,77.39,4
0,0,1,0,42.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,81.8,1
0,0,1,0,6.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,30.47,1
1,0,1,0,33.0,1,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,36.95,3
0,0,0,0,5.0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,23.82,1
1,0,1,0,28.0,1,2,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,108.23,5
0,1,0,0,29.0,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,29.53,3
1,0,0,0,40.0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,42.81,2
0,0,0,0,46.0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,103.74,4
0,0,0,0,20.0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,45.95,1
1,0,0,0,23.0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,19.02,1
1,0,0,0,23.0,1,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,18.53,1
0,0,1,1,23.0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,40.15,2
1,0,0,1,17.0,1,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,68.86,2
1,0,0,0,47.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.14,0
1,0,0,0,3.0,1,1,2,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,30.41,4
0,0,0,0,19.0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,88.85000000000001,2
0,0,0,0,41.0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,28.05,1
0,0,1,0,26.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,21.02,1
1,0,0,0,27.0,1,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,41.64,3
0,0,0,0,2.0,1,1,2,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,36.94,4
0,0,1,0,34.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,106.15,1
0,0,0,0,38.0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,65.58,1
0,1,0,1,14.0,1,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,109.02,3
0,0,0,0,10.0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,21.37,2
1,0,0,1,14.0,1,2,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,32.410000000000004,3
0,0,1,1,42.0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,18.76,1
0,1,1,1,10.0,1,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,26.57,2
1,0,0,0,43.0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,58.24,1
0,0,0,0,18.0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,33.330000000000005,1
0,0,0,0,7.0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,22.81,1
0,0,1,0,28.0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,26.55,2
1,0,0,0,1.0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,18.49,3
0,0,0,1,12.0,1,2,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,39.74,2
0,0,0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,65.97,1
0,1,1,0,14.0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,25.58,3
0,0,0,0,38.0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.32,2
1,0,0,1,22.0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,67.66,2
1,0,1,0,37.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40.25,2
1,0,0,0,17.0,1,1,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,26.57,1
0,0,1,0,8.0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40.04,2
1,0,1,1,45.0,1,1,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,102.2,3
0,0,0,0,20.0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,41.29,1
1,1,1,1,22.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,29.64,1
0,0,1,0,23.0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,33.01,2
0,0,0,1,19.0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,56.67,1
0,1,1,0,47.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,31.450000000000003,2
1,0,1,0,25.0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,91.34,1
0,0,0,0,17.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,31.7,1
0,1,0,0,39.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18.91,1
0,0,1,0,8.0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,107.95,1
0,0,0,1,27.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,81.8,1
0,1,0,0,38.0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26.49,1
1,0,0,1,7.0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,21.32,1
0,0,0,1,17.0,1,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,26.43,2
1,0,1,1,6.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,29.94,0
1,0,1,0,42.0,1,1,2,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,33.06,3
0,0,0,0,7.0,1,1,2,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,32.32,2
1,0,0,0,61.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,113.54,0
0,0,0,0,24.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.38,1
0,0,0,1,4.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,39.19,1
1,1,0,0,43.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,32.53,1
1,0,0,0,18.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,39.24,1
0,0,1,0,38.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,48.08,1
0,0,0,0,5.0,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,18.35,3
1,0,1,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34.59,1
0,0,1,0,70.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,31.27,2
1,0,0,0,38.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,39.33,1
0,0,1,0,48.0,1,2,2,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,24.47,4
1,0,0,0,7.0,1,1,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,61.77,2
1,0,0,1,46.0,1,2,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,59.25,2
1,0,1,1,7.0,1,2,2,1,1,0,1,1,0,2,0,0,0,0,0,1,0,0,50.59,5
1,0,0,0,20.0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,76.55,1
0,1,0,0,20.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,39.32,1
0,0,1,1,53.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,21.79,1
1,0,1,1,42.0,1,2,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,21.73,2
1,0,0,0,24.0,0,0,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,46.94,3
1,0,1,0,29.0,1,1,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,19.88,3
1,0,1,0,19.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,34.35,0
0,0,1,0,39.0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,23.15,2
0,0,0,1,20.0,1,1,2,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,37.62,3
1,0,1,0,23.0,1,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,37.71,2
1,0,0,0,21.0,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,24.23,3
1,0,0,1,3.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,31.680000000000003,1
0,1,1,0,15.0,1,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,114.145,2
1,0,1,0,31.0,1,2,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,46.02,2
1,0,0,0,13.0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,76.8,1
0,0,0,0,20.0,1,2,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,49.11,3
0,0,1,0,14.0,1,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,36.31,3
1,0,1,0,32.0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,82.82,1
0,0,1,0,10.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,47.56,1
1,0,0,0,1.0,1,2,2,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,37.68,3
1,0,0,0,30.0,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,33.13,1
1,0,1,0,27.0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22.92,1
0,1,1,0,21.0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,22.36,1
1,0,0,1,3.0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,57.29,1
1,0,0,1,3.0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,28.73,1
0,0,1,0,17.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.47,1
1,0,0,0,38.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27.64,1
1,1,1,0,49.0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,36.38,1
1,0,0,0,6.0,1,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,41.28,1
1,0,0,0,18.0,1,2,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,30.41,4
0,0,0,1,31.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,39.86,1
0,0,0,0,29.0,1,2,2,0,0,0,1,1,1,2,1,0,0,0,0,1,0,0,36.58,4
1,0,1,0,45.0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,23.76,1
0,0,1,0,20.0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,46.04,2
1,0,1,0,39.0,1,1,2,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,19.78,5
0,1,0,1,2.0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27.3,1
1,0,0,0,56.0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,62.24,2
0,0,0,0,35.0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,22.67,1
0,0,0,0,29.0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,20.48,3
0,1,0,1,10.0,1,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,28.130000000000003,2
0,0,1,1,20.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,40.72,1
1,1,1,0,14.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,25.94,1
1,0,1,0,8.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,34.31,1
0,0,1,0,36.0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,27.11,1
1,0,1,1,6.0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,56.870000000000005,1
0,0,0,0,63.0,1,1,2,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,56.55,2
0,0,0,0,20.0,1,2,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,18.460000000000004,2
0,1,1,1,4.0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,30.9,2
0,0,1,0,17.0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,25.09,3
1,0,0,0,5.0,1,1,2,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,29.53,3
1,0,0,0,11.0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.48,1
0,0,0,0,30.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,72.91000000000001,1
1,0,0,0,23.0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,35.03,0
0,1,0,0,6.0,1,1,2,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,32.34,3
0,0,0,1,47.0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,24.59,2
0,0,0,0,12.0,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,45.59,3
1,0,0,1,17.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32.35,1
0,0,0,1,12.0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,18.33,1
0,0,0,0,6.0,1,2,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,42.75,3
1,1,0,0,3.0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,109.27,2
1,0,0,0,23.0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,38.88,1
1,0,0,0,21.0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,25.31,3
1,0,1,0,9.0,1,1,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,51.5,3
1,0,0,1,7.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,33.45,0
1,0,1,0,34.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48.77,1
1,0,1,0,16.0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,38.81,2
0,1,1,0,4.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,28.43,1
1,0,0,0,20.0,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,31.44,3
0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,20.93,1
1,0,0,0,11.0,1,2,2,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,109.75,1
0,0,1,1,37.0,1,1,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,25.63,2
0,0,1,0,3.0,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,46.41,3
0,0,0,0,10.0,1,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,70.34,2
1,1,1,1,18.0,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,49.26,2
0,0,0,0,5.0,1,1,2,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,39.21,3
